"Package","Version","ReleaseDate"
"@types/parse-json","4.0.2","2023-11-07T12:35:13.182Z"
"vary","1.1.2","2017-09-24T01:47:11.325Z"
"simple-swizzle","0.2.4","2025-09-13T16:19:21.071Z"
"is-arrayish","0.3.4","2025-09-13T16:44:23.359Z"
"color-name","1.1.4","2018-09-21T10:48:56.546Z"
"color-string","1.9.1","2022-04-22T18:08:39.465Z"
"tiny-emitter","2.1.0","2019-02-05T15:40:52.734Z"
"select","1.1.2","2017-02-08T07:25:34.301Z"
"good-listener","1.2.2","2017-02-28T17:56:06.318Z"
"fill-range","7.1.1","2024-05-21T08:45:51.224Z"
"picomatch","2.3.1","2022-01-02T17:18:24.430Z"
"readdirp","3.6.0","2021-03-14T10:22:31.129Z"
"is-binary-path","2.1.0","2019-04-19T04:42:45.772Z"
"glob-parent","5.1.2","2021-03-06T21:21:44.487Z"
"fsevents","2.3.3","2023-08-21T16:24:22.854Z"
"braces","3.0.3","2024-05-21T08:59:11.390Z"
"anymatch","3.1.3","2022-11-21T18:21:37.586Z"
"@kurkle/color","0.3.4","2024-11-19T18:44:10.106Z"
"color-convert","2.0.1","2019-08-19T21:05:36.605Z"
"ansi-styles","4.3.0","2020-10-04T19:18:25.986Z"
"update-browserslist-db","1.1.4","2025-10-22T13:38:39.585Z"
"node-releases","2.0.27","2025-10-29T16:02:58.335Z"
"electron-to-chromium","1.5.262","2025-11-26T23:02:23.406Z"
"baseline-browser-mapping","2.8.32","2025-11-28T14:10:50.098Z"
"cosmiconfig","7.1.0","2022-11-12T14:18:30.020Z"
"resolve-from","5.0.0","2019-04-15T04:06:25.601Z"
"find-up","4.1.0","2019-06-17T06:20:34.221Z"
"camelcase","5.3.1","2019-04-03T13:34:32.701Z"
"@istanbuljs/schema","0.1.3","2021-02-13T14:37:43.486Z"
"postcss-value-parser","4.2.0","2021-11-29T11:32:56.985Z"
"num2fraction","1.2.2","2015-09-14T02:12:01.401Z"
"normalize-range","0.1.2","2015-09-13T05:20:04.639Z"
"caniuse-lite","1.0.30001757","2025-11-24T07:47:20.458Z"
"stream-exhaust","1.0.2","2017-08-30T06:13:54.801Z"
"process-nextick-args","2.0.1","2019-06-19T20:34:39.252Z"
"once","1.4.0","2016-09-06T21:11:09.367Z"
"dequal","2.0.3","2022-07-11T23:29:04.965Z"
"sprintf-js","1.0.3","2015-07-10T13:41:29.308Z"
"type-fest","0.21.3","2021-03-10T07:44:05.493Z"
"uri-js","4.4.1","2021-01-10T00:43:12.666Z"
"json-schema-traverse","0.4.1","2018-06-10T08:42:05.056Z"
"clipboard","2.0.11","2022-05-04T18:01:40.176Z"
"adaptivecards-controls","0.10.1","2022-09-20T18:31:00.368Z"
"xpath","0.0.32","2020-10-20T09:39:30.430Z"
"lodash.isequal","4.5.0","2017-01-10T05:30:04.223Z"
"jspath","0.4.0","2018-01-06T14:37:10.612Z"
"dayjs","1.11.19","2025-10-31T05:07:50.879Z"
"d3-format","1.4.5","2020-08-20T15:54:04.191Z"
"btoa-lite","1.0.0","2015-06-25T16:43:35.275Z"
"big-integer","1.6.52","2023-11-21T16:18:10.850Z"
"atob-lite","2.0.0","2017-06-19T04:17:37.789Z"
"antlr4ts","0.5.0-alpha.3","2019-03-02T20:39:22.889Z"
"@xmldom/xmldom","0.8.11","2025-08-17T14:06:57.956Z"
"@types/xmldom","0.1.34","2023-11-07T19:30:38.855Z"
"@types/lru-cache","5.1.1","2021-07-06T22:12:33.777Z"
"@types/lodash.isequal","4.5.8","2023-11-07T10:11:02.762Z"
"@types/btoa-lite","1.0.2","2023-11-07T00:09:40.515Z"
"@types/atob-lite","2.0.2","2023-11-06T23:28:13.820Z"
"@microsoft/recognizers-text-data-types-timex-expression","1.3.0","2020-02-25T20:24:31.386Z"
"cmd-extension","1.0.2","2021-09-28T21:08:51.481Z"
"@uifabric/styling","7.25.1","2022-10-31T12:21:47.773Z"
"tslib","1.14.1","2020-10-09T23:34:42.516Z"
"@fluentui/theme","1.7.13","2022-10-31T12:21:45.657Z"
"http-proxy-agent","7.0.2","2024-02-15T19:14:20.532Z"
"eslint-visitor-keys","3.4.3","2023-08-11T14:49:54.383Z"
"@eslint-community/eslint-utils","4.9.0","2025-09-08T04:23:36.441Z"
"is-glob","4.0.3","2021-09-29T16:52:47.977Z"
"@typescript-eslint/types","8.1.0","2024-08-12T17:16:32.340Z"
"ts-api-utils","1.4.3","2024-11-29T01:46:45.735Z"
"natural-compare","1.4.0","2016-07-22T20:48:12.217Z"
"graphemer","1.4.0","2022-09-19T10:19:34.014Z"
"@typescript-eslint/visitor-keys","8.1.0","2024-08-12T17:16:37.502Z"
"@typescript-eslint/type-utils","8.1.0","2024-08-12T17:16:58.583Z"
"@typescript-eslint/utils","8.1.0","2024-08-12T17:16:53.416Z"
"@typescript-eslint/scope-manager","8.1.0","2024-08-12T17:16:47.764Z"
"@eslint-community/regexpp","4.12.2","2025-10-22T11:56:00.818Z"
"@types/streamx","2.9.5","2023-11-21T01:09:04.324Z"
"@types/picomatch","4.0.2","2025-07-28T21:34:58.153Z"
"@types/glob-stream","8.0.3","2025-05-05T19:02:29.793Z"
"async-done","1.3.2","2019-06-09T08:05:19.793Z"
"@types/undertaker-registry","1.0.4","2023-11-07T18:23:52.306Z"
"@types/scheduler","0.26.0","2025-04-02T07:33:08.893Z"
"@types/prop-types","15.7.15","2025-06-09T20:02:34.178Z"
"@types/q","1.5.8","2023-11-07T20:31:08.127Z"
"expect","30.2.0","2025-09-28T07:32:50.913Z"
"escape-string-regexp","2.0.0","2019-04-17T07:49:09.559Z"
"react-is","18.3.1","2024-04-26T16:43:05.719Z"
"supports-color","7.2.0","2020-08-28T11:17:34.870Z"
"stack-utils","2.0.6","2022-11-08T15:39:54.449Z"
"pretty-format","30.2.0","2025-09-28T07:32:42.603Z"
"ansi-styles","5.2.0","2021-03-31T07:15:34.766Z"
"chalk","4.1.2","2021-07-30T12:02:52.839Z"
"@types/stack-utils","2.0.3","2023-11-07T17:00:38.573Z"
"jest-message-util","30.2.0","2025-09-28T07:32:45.181Z"
"@types/vinyl-fs","3.0.7","2025-10-24T04:37:59.999Z"
"@types/undertaker","1.2.12","2025-10-24T04:33:46.126Z"
"redent","3.0.0","2019-04-26T06:38:25.407Z"
"css.escape","1.5.1","2016-08-23T20:00:45.435Z"
"@adobe/css-tools","4.4.4","2025-08-12T18:48:37.862Z"
"pretty-format","27.5.1","2022-02-08T10:52:12.132Z"
"ansi-styles","5.2.0","2021-03-31T07:15:34.766Z"
"lz-string","1.5.0","2023-03-04T08:24:59.879Z"
"dom-accessibility-api","0.5.16","2023-01-18T20:03:50.833Z"
"aria-query","5.3.0","2023-06-24T20:48:55.075Z"
"@types/aria-query","5.0.4","2023-11-06T23:21:27.739Z"
"@types/estree","1.0.6","2024-09-18T09:37:01.060Z"
"webpack-merge","5.8.0","2021-06-07T08:34:45.969Z"
"memfs","4.12.0","2024-09-19T03:22:47.763Z"
"chokidar","3.6.0","2024-02-06T22:57:34.159Z"
"string-argv","0.3.2","2023-05-01T16:52:56.485Z"
"argparse","1.0.10","2018-02-15T14:24:01.840Z"
"@types/argparse","1.0.38","2019-12-31T23:56:05.564Z"
"supports-color","8.1.1","2021-01-23T09:21:36.393Z"
"@rushstack/webpack-plugin-utilities","0.4.76","2025-03-12T22:44:24.078Z"
"@pnpm/patching.types","1.0.0","2024-08-05T11:49:47.700Z"
"@pnpm/lockfile.types","1.0.3","2024-09-09T13:52:44.781Z"
"jsonwebtoken","9.0.2","2023-08-30T12:30:13.196Z"
"jwa","1.4.2","2025-05-07T11:59:15.769Z"
"semver","7.7.3","2025-10-07T18:00:51.643Z"
"jws","3.2.2","2019-03-16T15:26:17.735Z"
"@azure/msal-common","14.16.1","2025-08-05T22:11:44.818Z"
"stoppable","1.1.0","2018-11-10T06:22:01.237Z"
"jws","4.0.0","2019-12-16T17:22:34.743Z"
"@azure/msal-node","2.16.3","2025-08-05T22:13:18.782Z"
"uuid","8.3.2","2020-12-08T20:38:36.233Z"
"@azure/msal-browser","3.30.0","2025-08-05T22:12:45.932Z"
"@azure/identity","4.5.0","2024-10-17T17:52:00.027Z"
"@rushstack/rush-sdk","5.150.0","2025-02-27T17:43:07.983Z"
"yallist","4.0.0","2019-09-30T20:08:08.970Z"
"lru-cache","6.0.0","2020-07-11T00:59:07.352Z"
"universalify","2.0.1","2023-11-01T17:12:45.392Z"
"jsonfile","6.2.0","2025-08-12T15:34:50.962Z"
"json-schema-traverse","1.0.0","2020-12-13T10:56:54.719Z"
"semver","7.5.4","2023-07-07T21:10:32.589Z"
"resolve","1.22.11","2025-10-20T20:44:41.703Z"
"fs-extra","11.3.2","2025-09-15T18:05:36.735Z"
"ajv-draft-04","1.0.0","2021-05-23T15:48:18.254Z"
"ajv","8.13.0","2024-04-29T23:33:52.673Z"
"tapable","2.2.1","2021-09-13T09:55:53.936Z"
"@rushstack/terminal","0.15.0","2025-02-12T01:13:42.672Z"
"@rushstack/node-core-library","5.11.0","2025-01-30T01:14:05.749Z"
"strip-json-comments","3.1.1","2020-07-12T14:44:56.568Z"
"npm-packlist","2.1.5","2021-03-25T17:43:41.249Z"
"minimatch","3.1.2","2022-02-15T20:32:43.510Z"
"glob","7.2.3","2022-05-15T14:44:04.854Z"
"minimatch","3.0.8","2022-02-15T20:33:33.732Z"
"fs-extra","7.0.1","2018-11-07T13:23:10.451Z"
"terser","5.44.1","2025-11-05T12:36:21.971Z"
"commander","2.20.3","2019-10-11T05:40:24.166Z"
"serialize-javascript","6.0.2","2024-01-09T01:06:31.243Z"
"@rushstack/worker-pool","0.5.12","2025-03-12T22:44:50.449Z"
"xmldoc","1.1.4","2022-06-28T17:45:34.710Z"
"pseudolocale","1.1.0","2018-09-01T20:31:59.609Z"
"@rushstack/typings-generator","0.14.29","2025-03-12T22:44:16.474Z"
"yallist","4.0.0","2019-09-30T20:08:08.970Z"
"lru-cache","6.0.0","2020-07-11T00:59:07.352Z"
"universalify","2.0.1","2023-11-01T17:12:45.392Z"
"jsonfile","6.2.0","2025-08-12T15:34:50.962Z"
"merge2","1.4.1","2020-06-03T07:39:10.563Z"
"json-schema-traverse","1.0.0","2020-12-13T10:56:54.719Z"
"semver","7.5.4","2023-07-07T21:10:32.589Z"
"resolve","1.22.11","2025-10-20T20:44:41.703Z"
"fs-extra","11.3.2","2025-09-15T18:05:36.735Z"
"ajv-draft-04","1.0.0","2021-05-23T15:48:18.254Z"
"ajv","8.13.0","2024-04-29T23:33:52.673Z"
"fast-glob","3.3.3","2025-01-05T10:38:42.236Z"
"@rushstack/node-core-library","5.12.0","2025-03-11T02:15:03.823Z"
"jsonpath-plus","10.3.0","2025-02-14T08:44:57.286Z"
"@rushstack/tree-pattern","0.3.4","2024-07-27T00:13:34.261Z"
"eslint-plugin-tsdoc","0.3.0","2024-05-28T21:34:37.289Z"
"json-schema-traverse","1.0.0","2020-12-13T10:56:54.719Z"
"resolve","1.22.11","2025-10-20T20:44:41.703Z"
"ajv","8.12.0","2023-01-03T14:19:23.766Z"
"@microsoft/tsdoc-config","0.17.0","2024-05-28T21:34:34.553Z"
"@microsoft/tsdoc","0.15.0","2024-05-28T21:34:31.535Z"
"eslint-plugin-react","7.33.2","2023-08-16T04:22:35.076Z"
"semver","6.3.1","2023-07-10T22:38:41.428Z"
"resolve","2.0.0-next.5","2023-10-10T23:10:42.975Z"
"minimatch","3.1.2","2022-02-15T20:32:43.510Z"
"doctrine","2.1.0","2018-01-06T14:54:01.634Z"
"eslint-plugin-promise","6.1.1","2022-10-19T21:06:14.552Z"
"@typescript-eslint/typescript-estree","8.1.0","2024-08-12T17:16:42.579Z"
"brace-expansion","2.0.2","2025-06-11T08:48:36.535Z"
"merge2","1.4.1","2020-06-03T07:39:10.563Z"
"ignore","5.3.2","2024-08-12T08:51:00.065Z"
"array-union","2.1.0","2019-04-22T07:56:25.195Z"
"semver","7.7.3","2025-10-07T18:00:51.643Z"
"minimatch","9.0.5","2024-06-25T22:41:02.824Z"
"globby","11.1.0","2022-01-08T02:46:38.602Z"
"@typescript-eslint/parser","8.1.0","2024-08-12T17:16:53.441Z"
"@typescript-eslint/eslint-plugin","8.1.0","2024-08-12T17:17:04.625Z"
"ignore","5.3.2","2024-08-12T08:51:00.065Z"
"@typescript-eslint/utils","8.1.0","2024-08-12T17:16:53.416Z"
"@rushstack/eslint-plugin-security","0.8.2","2024-07-27T00:11:34.857Z"
"brace-expansion","2.0.2","2025-06-11T08:48:36.535Z"
"merge2","1.4.1","2020-06-03T07:39:10.563Z"
"ignore","5.3.2","2024-08-12T08:51:00.065Z"
"array-union","2.1.0","2019-04-22T07:56:25.195Z"
"minimatch","9.0.3","2023-07-06T17:05:47.404Z"
"globby","11.1.0","2022-01-08T02:46:38.602Z"
"@typescript-eslint/visitor-keys","6.19.1","2024-01-22T17:16:41.631Z"
"semver","7.7.3","2025-10-07T18:00:51.643Z"
"@typescript-eslint/typescript-estree","6.19.1","2024-01-22T17:16:51.934Z"
"@typescript-eslint/types","6.19.1","2024-01-22T17:16:32.253Z"
"@typescript-eslint/scope-manager","6.19.1","2024-01-22T17:17:09.689Z"
"@types/semver","7.7.1","2025-09-03T15:02:35.366Z"
"@typescript-eslint/utils","6.19.1","2024-01-22T17:17:38.190Z"
"@rushstack/eslint-plugin-packlets","0.9.2","2024-07-27T00:11:31.537Z"
"brace-expansion","2.0.2","2025-06-11T08:48:36.535Z"
"merge2","1.4.1","2020-06-03T07:39:10.563Z"
"ignore","5.3.2","2024-08-12T08:51:00.065Z"
"array-union","2.1.0","2019-04-22T07:56:25.195Z"
"minimatch","9.0.3","2023-07-06T17:05:47.404Z"
"globby","11.1.0","2022-01-08T02:46:38.602Z"
"@typescript-eslint/visitor-keys","6.19.1","2024-01-22T17:16:41.631Z"
"semver","7.7.3","2025-10-07T18:00:51.643Z"
"@typescript-eslint/typescript-estree","6.19.1","2024-01-22T17:16:51.934Z"
"@typescript-eslint/types","6.19.1","2024-01-22T17:16:32.253Z"
"@typescript-eslint/scope-manager","6.19.1","2024-01-22T17:17:09.689Z"
"@types/semver","7.7.1","2025-09-03T15:02:35.366Z"
"@typescript-eslint/utils","6.19.1","2024-01-22T17:17:38.190Z"
"@rushstack/eslint-plugin","0.16.0","2024-08-14T22:38:02.596Z"
"@typescript-eslint/utils","8.1.0","2024-08-12T17:16:53.416Z"
"@rushstack/eslint-patch","1.10.4","2024-07-27T00:11:24.526Z"
"node-forge","1.3.2","2025-11-25T19:24:11.142Z"
"write-yaml-file","4.2.0","2021-02-11T22:54:29.120Z"
"argparse","2.0.1","2020-08-28T21:14:26.713Z"
"js-yaml","4.1.1","2025-11-12T15:18:03.524Z"
"strip-bom","4.0.0","2019-04-28T04:40:47.887Z"
"sort-keys","4.2.0","2020-12-30T07:11:45.350Z"
"is-plain-obj","2.1.0","2020-01-21T10:34:34.331Z"
"read-yaml-file","2.1.0","2021-02-11T22:53:46.064Z"
"argparse","2.0.1","2020-08-28T21:14:26.713Z"
"js-yaml","4.1.1","2025-11-12T15:18:03.524Z"
"parse-json","5.2.0","2021-01-18T11:15:13.459Z"
"fast-deep-equal","3.1.3","2020-06-08T07:27:28.474Z"
"detect-indent","6.1.0","2021-05-28T06:44:53.545Z"
"@pnpm/write-project-manifest","1.1.7","2021-02-07T16:26:25.294Z"
"@pnpm/types","6.4.0","2021-01-23T15:34:29.908Z"
"normalize-package-data","3.0.3","2021-08-18T15:50:52.754Z"
"load-json-file","6.2.0","2019-07-11T08:30:09.981Z"
"type-fest","0.6.0","2019-07-05T09:46:43.673Z"
"ramda","0.27.2","2022-01-11T11:47:06.190Z"
"p-settle","4.1.1","2020-05-29T08:07:35.109Z"
"normalize-path","3.0.0","2018-04-19T14:54:47.609Z"
"mz","2.7.0","2017-09-13T17:57:36.315Z"
"is-windows","1.0.2","2018-02-14T07:36:43.207Z"
"is-subdir","1.2.0","2021-01-05T16:52:45.485Z"
"@zkochan/cmd-shim","5.4.1","2023-01-26T01:54:06.870Z"
"@pnpm/read-project-manifest","1.1.7","2021-02-07T16:26:38.122Z"
"graceful-fs","4.2.4","2020-04-28T15:14:10.455Z"
"@pnpm/types","6.4.0","2021-01-23T15:34:29.908Z"
"@pnpm/read-package-json","4.0.0","2021-03-20T22:51:47.672Z"
"@pnpm/types","6.4.0","2021-01-23T15:34:29.908Z"
"@pnpm/read-modules-dir","2.0.3","2020-08-01T20:35:53.392Z"
"@pnpm/package-bins","4.1.0","2021-03-20T22:51:34.452Z"
"@pnpm/types","6.4.0","2021-01-23T15:34:29.908Z"
"@pnpm/error","1.4.0","2020-11-08T18:16:28.429Z"
"encode-registry","3.0.1","2023-09-19T12:19:16.127Z"
"rfc4648","1.5.4","2024-12-10T18:58:34.875Z"
"@pnpm/crypto.polyfill","1.0.0","2024-10-28T02:45:01.898Z"
"@pnpm/types","12.2.0","2024-09-09T13:51:37.411Z"
"@pnpm/crypto.base32-hash","3.0.1","2024-10-28T02:46:32.424Z"
"whatwg-fetch","2.0.4","2018-03-30T11:23:17.581Z"
"react-ace","10.1.0","2022-04-26T01:29:15.957Z"
"markdown-to-jsx","6.11.4","2020-05-22T05:25:05.817Z"
"lodash.omit","4.5.0","2016-08-13T17:42:41.941Z"
"brace","0.11.1","2018-02-14T16:25:19.928Z"
"react-player","2.16.1","2025-07-10T16:51:46.322Z"
"react-overflow-list","0.5.0","2021-09-24T13:29:54.396Z"
"react-use","17.6.0","2024-12-09T18:57:38.167Z"
"react-error-boundary","4.1.2","2024-10-19T13:59:52.782Z"
"lodash-es","4.17.21","2021-02-20T15:43:35.756Z"
"embla-carousel-react","8.6.0","2025-04-04T17:37:53.976Z"
"date-fns-tz","1.3.8","2023-01-30T09:40:01.024Z"
"@fluentui/react-datepicker-compat","0.4.62","2025-01-27T20:27:28.450Z"
"@fluentui/react-calendar-compat","0.1.26","2025-01-22T13:59:26.380Z"
"state-local","1.0.7","2021-01-07T09:26:59.423Z"
"@microsoft/mgt-sharepoint-provider","3.1.3","2023-10-10T15:51:31.376Z"
"lit","2.8.0","2023-08-02T20:12:58.108Z"
"idb","6.0.0","2021-01-06T16:06:44.865Z"
"exenv-es6","1.1.1","2022-03-31T20:33:30.371Z"
"tabbable","5.3.3","2022-05-25T19:32:51.872Z"
"@microsoft/fast-web-utilities","5.4.1","2022-05-04T07:12:00.756Z"
"@microsoft/fast-foundation","2.50.0","2024-10-23T23:54:25.031Z"
"tslib","1.14.1","2020-10-09T23:34:42.516Z"
"@microsoft/fast-element","1.14.0","2024-10-23T23:53:58.276Z"
"@microsoft/fast-colors","5.3.1","2022-06-13T20:18:34.516Z"
"@fluentui/web-components","2.6.1","2024-04-10T07:27:53.804Z"
"wc-react","0.5.1","2022-08-02T16:21:54.921Z"
"@microsoft/microsoft-graph-types-beta","0.29.0-preview","2022-05-03T05:14:28.516Z"
"@microsoft/microsoft-graph-types","2.43.1","2025-10-03T21:26:43.429Z"
"@microsoft/mgt-element","3.1.3","2023-10-10T15:51:12.214Z"
"@microsoft/mgt-components","3.1.3","2023-10-10T15:51:20.422Z"
"@iconify/types","2.0.0","2022-09-08T06:23:03.369Z"
"@types/classnames","2.3.0","2021-04-20T14:02:09.126Z"
"@uifabric/set-version","7.0.24","2021-02-26T21:27:04.652Z"
"tslib","1.14.1","2020-10-09T23:34:42.516Z"
"@uifabric/merge-styles","7.20.2","2022-10-31T12:21:31.589Z"
"tslib","1.14.1","2020-10-09T23:34:42.516Z"
"@fluentui/react-stylesheets","0.2.9","2022-10-31T12:23:14.361Z"
"tslib","1.14.1","2020-10-09T23:34:42.516Z"
"@fluentui/react-compose","0.19.24","2022-10-31T12:23:16.487Z"
"tslib","1.14.1","2020-10-09T23:34:42.516Z"
"inline-style-expand-shorthand","1.6.0","2023-03-22T08:32:05.939Z"
"fela-utils","11.7.0","2021-09-24T11:59:53.048Z"
"fela-tools","10.8.2","2019-10-30T15:54:11.337Z"
"fela-utils","10.8.2","2019-10-30T15:53:42.428Z"
"fela-plugin-rtl","10.8.2","2019-10-30T15:53:34.990Z"
"fela-plugin-placeholder-prefixer","10.8.2","2019-10-30T15:53:58.867Z"
"fela-plugin-fallback-value","10.8.2","2019-10-30T15:53:26.627Z"
"fela-plugin-embedded","10.8.2","2019-10-30T15:53:24.323Z"
"fela-dom","11.7.0","2021-09-24T11:59:53.835Z"
"fela","10.8.2","2019-10-30T15:54:05.965Z"
"fela-utils","10.8.2","2019-10-30T15:53:42.428Z"
"csstype","2.6.21","2022-09-14T08:51:14.521Z"
"css-in-js-utils","3.1.0","2020-08-11T13:10:49.966Z"
"react-transition-group","4.4.5","2022-08-01T08:36:58.958Z"
"downshift","5.0.5","2020-03-14T10:57:36.243Z"
"react-is","16.13.1","2020-03-19T19:53:28.493Z"
"compute-scroll-into-view","1.0.11","2018-10-07T12:19:18.126Z"
"body-scroll-lock","3.1.5","2020-09-15T12:37:38.153Z"
"@popperjs/core","2.4.4","2020-07-03T07:51:54.114Z"
"@fluentui/react-proptypes","0.66.5","2023-06-12T10:33:23.331Z"
"@fluentui/react-component-nesting-registry","0.66.5","2023-06-12T10:33:23.354Z"
"prop-types","15.8.1","2022-01-05T00:08:33.458Z"
"react-is","16.13.1","2020-03-19T19:53:28.493Z"
"@fluentui/state","0.66.5","2023-06-12T10:33:23.339Z"
"@fluentui/react-northstar-styles-renderer","0.66.5","2023-06-12T10:33:36.638Z"
"@fluentui/react-northstar-fela-renderer","0.66.5","2023-06-12T10:33:39.365Z"
"stylis","3.5.4","2018-11-09T18:17:55.287Z"
"@fluentui/react-component-ref","0.66.5","2023-06-12T10:33:23.407Z"
"@fluentui/react-component-event-listener","0.66.5","2023-06-12T10:33:23.331Z"
"classnames","2.5.1","2023-12-29T15:55:16.013Z"
"scheduler","0.20.2","2021-03-22T21:56:00.627Z"
"@fluentui/react-bindings","0.66.5","2023-06-12T10:33:44.284Z"
"tslib","1.14.1","2020-10-09T23:34:42.516Z"
"@fluentui/dom-utilities","1.1.2","2021-02-26T21:27:12.743Z"
"@fluentui/accessibility","0.66.5","2023-06-12T10:33:23.479Z"
"@emotion/unitless","0.10.0","2024-08-21T09:24:50.195Z"
"@emotion/weak-memoize","0.4.0","2024-07-19T06:51:59.797Z"
"find-root","1.1.0","2017-06-29T21:25:58.908Z"
"escape-string-regexp","4.0.0","2020-04-23T07:31:25.491Z"
"babel-plugin-macros","3.1.0","2021-05-05T16:49:39.264Z"
"resolve","1.22.11","2025-10-20T20:44:41.703Z"
"@emotion/memoize","0.9.0","2024-07-19T06:51:57.199Z"
"@emotion/utils","1.4.2","2024-11-20T07:58:28.123Z"
"@emotion/sheet","1.4.0","2024-07-20T07:37:30.114Z"
"@emotion/serialize","1.3.3","2024-11-20T07:58:27.771Z"
"@emotion/cache","11.14.0","2024-12-09T08:43:28.087Z"
"stylis","4.2.0","2023-05-05T20:23:23.330Z"
"@emotion/babel-plugin","11.13.5","2024-11-20T07:58:28.177Z"
"stylis","4.2.0","2023-05-05T20:23:23.330Z"
"source-map","0.5.7","2017-08-21T16:30:15.907Z"
"spfx-uifabric-themes","0.9.0","2022-04-15T12:53:29.418Z"
"regexify-string","1.0.19","2022-07-13T16:57:23.697Z"
"react-quill","2.0.0","2022-08-03T19:29:10.672Z"
"react-mentions","4.4.10","2023-06-30T14:42:58.416Z"
"@babel/runtime","7.4.5","2019-05-21T17:45:46.504Z"
"react-map-gl","8.1.0","2025-10-03T19:07:12.169Z"
"react-dropzone","14.3.8","2025-02-24T10:59:39.002Z"
"react-accessible-accordion","5.0.1","2025-04-17T04:42:13.992Z"
"pmtiles","4.3.0","2025-02-21T07:48:02.347Z"
"nano-css","5.6.2","2024-07-20T13:32:51.583Z"
"markdown-it","14.1.0","2024-03-18T23:17:52.302Z"
"argparse","2.0.1","2020-08-28T21:14:26.713Z"
"maplibre-gl","5.13.0","2025-11-14T21:56:23.381Z"
"jotai","2.15.1","2025-11-01T06:31:33.693Z"
"he","1.2.0","2018-09-23T17:18:22.163Z"
"date-fns","2.30.0","2023-04-30T02:49:47.228Z"
"color","4.2.3","2022-04-05T09:15:16.379Z"
"animate.css","4.1.1","2020-09-07T11:26:10.360Z"
"monaco-editor","0.29.1","2021-10-11T15:46:45.802Z"
"adaptivecards-templating","2.3.1","2022-09-20T18:31:07.716Z"
"adaptivecards-designer","2.4.4","2024-05-01T16:51:38.584Z"
"swiper","8.4.7","2023-01-30T10:47:44.010Z"
"adaptivecards","2.11.2","2023-02-14T08:00:47.111Z"
"adaptive-expressions","4.22.3","2024-06-27T20:19:06.668Z"
"strnum","1.1.2","2025-02-26T23:16:50.733Z"
"uuid","8.3.2","2020-12-08T20:38:36.233Z"
"fast-xml-parser","4.5.3","2025-02-21T02:54:27.788Z"
"@uifabric/utilities","7.38.2","2022-10-31T12:21:40.936Z"
"tslib","1.14.1","2020-10-09T23:34:42.516Z"
"@fluentui/dom-utilities","1.1.2","2021-02-26T21:27:12.743Z"
"@uifabric/react-hooks","7.16.4","2022-10-31T12:21:43.549Z"
"tslib","1.14.1","2020-10-09T23:34:42.516Z"
"@fluentui/react-window-provider","1.0.6","2022-10-31T12:21:38.513Z"
"@uifabric/icons","7.9.5","2022-10-31T12:21:56.476Z"
"tslib","1.14.1","2020-10-09T23:34:42.516Z"
"@pnp/telemetry-js","2.0.0","2020-01-30T14:08:07.033Z"
"@nuvemerudita/react-controls","1.0.0","2025-02-20T00:01:34.198Z"
"@types/scheduler","0.16.8","2023-11-22T00:49:26.459Z"
"@types/react","17.0.90","2025-11-18T02:17:43.776Z"
"@iconify/react","5.2.1","2025-03-31T05:47:51.413Z"
"@monaco-editor/loader","1.7.0","2025-11-21T07:15:47.432Z"
"@microsoft/sp-listview-extensibility","1.21.1","2025-05-03T18:20:02.118Z"
"@swc/helpers","0.5.12","2024-07-13T08:15:21.190Z"
"tslib","2.8.1","2024-10-31T22:42:48.624Z"
"@microsoft/sp-adaptive-card-extension-base","1.21.1","2025-05-03T18:19:17.719Z"
"@swc/helpers","0.5.12","2024-07-13T08:15:21.190Z"
"tslib","2.8.1","2024-10-31T22:42:48.624Z"
"@microsoft/mgt-spfx","3.1.3","2023-10-10T15:51:40.163Z"
"@microsoft/mgt-react","3.1.3","2023-10-10T15:51:34.909Z"
"@juggle/resize-observer","3.4.0","2022-08-18T19:20:45.324Z"
"@iconify/react","4.1.1","2023-06-22T08:49:35.431Z"
"@fluentui/styles","0.66.5","2023-06-12T10:33:30.548Z"
"@fluentui/scheme-utilities","8.3.72","2025-11-11T10:08:32.766Z"
"@fluentui/react-theme-provider","0.19.16","2022-10-31T12:23:21.406Z"
"tslib","1.14.1","2020-10-09T23:34:42.516Z"
"@fluentui/theme","1.7.13","2022-10-31T12:21:45.657Z"
"@fluentui/react-window-provider","1.0.6","2022-10-31T12:21:38.513Z"
"@fluentui/react-northstar","0.66.0","2023-01-06T16:26:39.891Z"
"tslib","1.14.1","2020-10-09T23:34:42.516Z"
"@fluentui/dom-utilities","1.1.2","2021-02-26T21:27:12.743Z"
"@fluentui/react-icons-northstar","0.66.5","2023-06-12T10:33:48.331Z"
"@fluentui/react-file-type-icons","8.15.2","2025-11-26T09:33:56.773Z"
"@emotion/css","11.13.5","2024-11-20T07:58:27.802Z"
"jju","1.4.0","2018-07-30T09:23:02.291Z"
"base64-js","1.5.1","2020-11-11T19:33:48.234Z"
"loader-utils","3.2.2","2024-05-29T17:08:52.935Z"
"css-loader","3.4.2","2020-01-10T17:08:12.376Z"
"json5","1.0.2","2022-12-30T17:09:42.178Z"
"loader-utils","1.4.2","2022-11-11T00:35:10.237Z"
"true-case-path","2.2.1","2019-07-24T21:27:29.180Z"
"tar","6.2.1","2024-03-21T21:13:04.779Z"
