"Package","Version","ReleaseDate"
"gulp-connect","5.7.0","2018-12-06T17:09:17.677Z"
"setprototypeof","1.1.0","2017-09-13T23:50:24.119Z"
"inherits","2.0.3","2016-09-08T00:49:38.520Z"
"statuses","1.4.0","2017-10-20T18:51:21.858Z"
"on-finished","2.3.0","2015-05-27T01:58:14.758Z"
"ms","2.0.0","2017-05-16T12:26:06.610Z"
"mime","1.4.1","2017-09-25T18:38:29.492Z"
"http-errors","1.6.3","2018-03-29T20:29:06.751Z"
"destroy","1.0.4","2016-01-16T03:14:05.899Z"
"depd","1.1.2","2018-01-12T05:47:03.858Z"
"debug","2.6.9","2017-09-22T13:32:35.541Z"
"send","0.16.2","2018-02-07T16:26:27.070Z"
"ansi-colors","2.0.5","2018-07-19T18:51:02.326Z"
"express","4.18.3","2024-02-29T11:50:55.579Z"
"ms","2.0.0","2017-05-16T12:26:06.610Z"
"debug","2.6.9","2017-09-22T13:32:35.541Z"
"@rushstack/debug-certificate-manager","1.1.84","2022-10-17T22:15:23.421Z"
"validator","13.15.23","2025-11-10T17:48:58.039Z"
"commander","9.5.0","2023-01-07T07:04:45.771Z"
"z-schema","5.0.5","2022-12-20T08:19:24.278Z"
"@types/node","12.20.24","2021-09-07T07:36:04.495Z"
"@rushstack/node-core-library","3.53.2","2022-10-13T00:22:05.685Z"
"sass","1.44.0","2021-11-30T02:18:55.545Z"
"postcss-modules","1.5.0","2020-01-08T16:37:38.631Z"
"postcss","7.0.38","2021-09-25T07:30:04.683Z"
"clean-css","4.2.1","2018-08-07T08:43:27.089Z"
"autoprefixer","9.8.8","2021-10-04T20:25:01.004Z"
"picocolors","0.2.1","2021-10-04T15:52:15.750Z"
"@jridgewell/resolve-uri","3.1.2","2024-02-14T19:32:38.143Z"
"@jridgewell/sourcemap-codec","1.5.5","2025-08-12T06:43:59.139Z"
"@babel/helper-string-parser","7.27.1","2025-04-30T15:08:26.501Z"
"@babel/helper-globals","7.28.0","2025-07-02T08:38:14.923Z"
"@babel/helper-module-imports","7.27.1","2025-04-30T15:09:16.213Z"
"lru-cache","5.1.1","2018-11-21T01:44:45.407Z"
"browserslist","4.28.0","2025-11-10T20:45:32.708Z"
"@babel/helper-validator-option","7.27.1","2025-04-30T15:08:27.857Z"
"@babel/compat-data","7.28.5","2025-10-23T15:17:38.424Z"
"jsesc","3.1.0","2024-12-11T08:24:34.551Z"
"@jridgewell/trace-mapping","0.3.31","2025-09-10T20:12:49.468Z"
"@jridgewell/gen-mapping","0.3.13","2025-08-12T06:43:21.134Z"
"picocolors","1.1.1","2024-10-16T18:20:03.921Z"
"js-tokens","4.0.0","2018-01-28T11:58:58.170Z"
"@babel/helper-validator-identifier","7.28.5","2025-10-23T15:17:38.203Z"
"json5","2.2.3","2022-12-31T17:11:32.047Z"
"gensync","1.0.0-beta.2","2020-10-27T20:43:40.443Z"
"debug","4.4.3","2025-09-13T17:25:19.732Z"
"@jridgewell/remapping","2.3.5","2025-08-12T06:43:35.321Z"
"@babel/types","7.28.5","2025-10-23T15:17:45.579Z"
"@babel/traverse","7.28.5","2025-10-23T15:17:51.491Z"
"@babel/template","7.27.2","2025-05-06T15:33:49.009Z"
"@babel/parser","7.28.5","2025-10-23T15:17:47.492Z"
"@babel/helpers","7.28.4","2025-09-05T14:53:12.925Z"
"@babel/helper-module-transforms","7.28.3","2025-08-14T12:36:18.442Z"
"@babel/helper-compilation-targets","7.27.2","2025-05-06T15:33:48.997Z"
"semver","6.3.1","2023-07-10T22:38:41.428Z"
"@babel/generator","7.28.5","2025-10-23T15:17:49.683Z"
"@babel/code-frame","7.27.1","2025-04-30T15:08:31.722Z"
"write-file-atomic","3.0.3","2020-02-24T22:27:04.013Z"
"pirates","4.0.7","2025-03-27T11:21:58.481Z"
"fast-json-stable-stringify","2.1.0","2019-12-14T16:17:57.583Z"
"convert-source-map","1.9.0","2022-10-10T20:57:57.001Z"
"@babel/core","7.28.5","2025-10-23T15:17:53.335Z"
"semver","6.3.1","2023-07-10T22:38:41.428Z"
"convert-source-map","2.0.0","2022-10-17T22:06:48.628Z"
"@types/istanbul-lib-coverage","2.0.6","2023-11-07T08:10:49.131Z"
"v8-to-istanbul","4.1.4","2020-05-06T23:20:57.370Z"
"source-map","0.7.6","2025-07-24T05:12:51.288Z"
"terminal-link","2.1.1","2019-12-18T21:39:26.256Z"
"string-length","3.1.0","2019-04-02T02:35:54.651Z"
"ansi-regex","4.1.1","2022-03-12T03:08:58.035Z"
"strip-ansi","5.2.0","2019-03-18T08:46:18.955Z"
"jest-worker","25.5.0","2020-04-28T19:45:13.275Z"
"supports-color","7.2.0","2020-08-28T11:17:34.870Z"
"istanbul-reports","3.2.0","2025-08-18T12:13:17.403Z"
"istanbul-lib-source-maps","4.0.1","2021-10-12T02:01:09.715Z"
"istanbul-lib-report","3.0.1","2023-07-25T14:31:38.404Z"
"supports-color","7.2.0","2020-08-28T11:17:34.870Z"
"istanbul-lib-instrument","4.0.3","2020-05-09T17:18:41.548Z"
"semver","6.3.1","2023-07-10T22:38:41.428Z"
"istanbul-lib-coverage","3.2.2","2023-11-08T13:31:06.964Z"
"collect-v8-coverage","1.0.3","2025-10-15T21:19:22.789Z"
"@bcoe/v8-coverage","0.2.3","2019-09-06T22:00:51.652Z"
"strip-ansi","6.0.1","2021-09-23T16:34:41.798Z"
"slash","3.0.0","2019-04-28T04:26:00.409Z"
"rimraf","3.0.2","2020-02-09T06:18:37.504Z"
"minimatch","3.1.2","2022-02-15T20:32:43.510Z"
"glob","7.2.3","2022-05-15T14:44:04.854Z"
"realpath-native","2.0.0","2020-01-22T19:28:24.157Z"
"p-each-series","2.2.0","2020-11-18T22:32:07.420Z"
"micromatch","4.0.8","2024-08-23T16:31:18.748Z"
"jest-watcher","25.5.0","2020-04-28T19:45:36.390Z"
"semver","6.3.1","2023-07-10T22:38:41.428Z"
"make-dir","3.1.0","2020-04-22T14:59:14.524Z"
"@types/yargs","15.0.20","2025-11-14T18:04:44.503Z"
"@types/istanbul-reports","1.1.2","2020-05-15T05:43:42.357Z"
"jest-util","25.5.0","2020-04-28T19:45:21.355Z"
"@jest/types","25.5.0","2020-04-28T19:45:12.897Z"
"jest-validate","25.5.0","2020-04-28T19:45:27.351Z"
"react-is","16.13.1","2020-03-19T19:53:28.493Z"
"@types/yargs","15.0.20","2025-11-14T18:04:44.503Z"
"@types/istanbul-reports","1.1.2","2020-05-15T05:43:42.357Z"
"@jest/types","25.5.0","2020-04-28T19:45:12.897Z"
"pretty-format","25.5.0","2020-04-28T19:45:21.166Z"
"jest-snapshot","25.5.1","2020-04-29T10:55:11.071Z"
"react-is","16.13.1","2020-03-19T19:53:28.493Z"
"@types/yargs","15.0.20","2025-11-14T18:04:44.503Z"
"@types/istanbul-reports","1.1.2","2020-05-15T05:43:42.357Z"
"@jest/types","25.5.0","2020-04-28T19:45:12.897Z"
"semver","6.3.1","2023-07-10T22:38:41.428Z"
"pretty-format","25.5.0","2020-04-28T19:45:21.166Z"
"make-dir","3.1.0","2020-04-22T14:59:14.524Z"
"jest-matcher-utils","25.5.0","2020-04-28T19:45:36.012Z"
"jest-diff","25.5.0","2020-04-28T19:45:28.141Z"
"expect","25.5.0","2020-04-28T19:45:41.112Z"
"jest-runtime","25.5.4","2020-05-02T08:16:48.079Z"
"wrap-ansi","6.2.0","2019-11-11T16:08:17.322Z"
"yargs-parser","18.1.3","2020-04-16T20:13:18.388Z"
"y18n","4.0.3","2021-04-07T18:05:24.075Z"
"which-module","2.0.1","2023-04-21T14:39:08.508Z"
"require-main-filename","2.0.0","2019-01-28T19:42:56.566Z"
"cliui","6.0.0","2019-11-16T22:09:45.650Z"
"make-dir","3.1.0","2020-04-22T14:59:14.524Z"
"semver","6.3.1","2023-07-10T22:38:41.428Z"
"minimatch","3.1.2","2022-02-15T20:32:43.510Z"
"istanbul-lib-instrument","5.2.1","2022-10-05T22:27:06.192Z"
"@types/istanbul-reports","1.1.2","2020-05-15T05:43:42.357Z"
"babel-plugin-istanbul","6.1.1","2021-10-16T20:56:06.611Z"
"@jest/fake-timers","25.5.0","2020-04-28T19:45:27.487Z"
"jest-util","25.5.0","2020-04-28T19:45:21.355Z"
"@jest/types","25.5.0","2020-04-28T19:45:12.897Z"
"@jest/transform","25.5.1","2020-04-29T10:55:11.036Z"
"yargs","15.4.1","2020-07-10T22:42:08.187Z"
"jest-mock","25.5.0","2020-04-28T19:45:21.003Z"
"glob","7.2.3","2022-05-15T14:44:04.854Z"
"@types/yargs","15.0.20","2025-11-14T18:04:44.503Z"
"@jest/environment","25.5.0","2020-04-28T19:45:34.301Z"
"jest-runner","25.5.4","2020-05-02T08:16:47.465Z"
"semver","6.3.1","2023-07-10T22:38:41.428Z"
"make-dir","3.1.0","2020-04-22T14:59:14.524Z"
"@types/yargs","15.0.20","2025-11-14T18:04:44.503Z"
"@types/istanbul-reports","1.1.2","2020-05-15T05:43:42.357Z"
"jest-mock","25.5.0","2020-04-28T19:45:21.003Z"
"@jest/fake-timers","25.5.0","2020-04-28T19:45:27.487Z"
"jest-util","25.5.0","2020-04-28T19:45:21.355Z"
"@jest/types","25.5.0","2020-04-28T19:45:12.897Z"
"@jest/environment","25.5.0","2020-04-28T19:45:34.301Z"
"jest-resolve-dependencies","25.5.4","2020-05-02T08:16:43.487Z"
"@types/yargs","15.0.20","2025-11-14T18:04:44.503Z"
"@types/istanbul-reports","1.1.2","2020-05-15T05:43:42.357Z"
"@jest/types","25.5.0","2020-04-28T19:45:12.897Z"
"jest-resolve","25.5.1","2020-04-29T10:55:07.608Z"
"@types/yargs","15.0.20","2025-11-14T18:04:44.503Z"
"@types/istanbul-reports","1.1.2","2020-05-15T05:43:42.357Z"
"@jest/types","25.5.0","2020-04-28T19:45:12.897Z"
"jest-regex-util","25.2.6","2020-04-02T10:29:08.180Z"
"jest-message-util","25.5.0","2020-04-28T19:45:20.540Z"
"@types/yargs","15.0.20","2025-11-14T18:04:44.503Z"
"@types/istanbul-reports","1.1.2","2020-05-15T05:43:42.357Z"
"@jest/types","25.5.0","2020-04-28T19:45:12.897Z"
"jest-haste-map","25.5.1","2020-04-29T10:55:07.112Z"
"semver","6.3.1","2023-07-10T22:38:41.428Z"
"make-dir","3.1.0","2020-04-22T14:59:14.524Z"
"@types/yargs","15.0.20","2025-11-14T18:04:44.503Z"
"@types/istanbul-reports","1.1.2","2020-05-15T05:43:42.357Z"
"jest-util","25.5.0","2020-04-28T19:45:21.355Z"
"@jest/types","25.5.0","2020-04-28T19:45:12.897Z"
"jest-config","25.5.4","2020-05-02T08:16:47.711Z"
"tr46","1.0.1","2017-09-03T02:08:56.379Z"
"react-is","16.13.1","2020-03-19T19:53:28.493Z"
"xml-name-validator","3.0.0","2017-10-23T00:08:37.874Z"
"ws","7.5.10","2024-06-16T14:48:28.590Z"
"whatwg-url","7.1.0","2019-10-21T16:04:29.957Z"
"whatwg-mimetype","2.3.0","2018-11-20T23:56:53.400Z"
"whatwg-encoding","1.0.5","2018-09-30T04:20:59.538Z"
"webidl-conversions","4.0.2","2017-08-14T03:31:26.237Z"
"w3c-xmlserializer","1.1.2","2019-03-25T04:01:30.856Z"
"tough-cookie","3.0.1","2019-02-05T03:09:45.657Z"
"saxes","3.1.11","2019-06-25T22:37:08.359Z"
"parse5","5.1.0","2018-08-13T16:19:21.658Z"
"html-encoding-sniffer","1.0.2","2017-10-23T00:15:57.146Z"
"data-urls","1.1.0","2018-10-26T13:05:29.091Z"
"cssstyle","2.3.0","2020-04-29T14:42:14.460Z"
"cssom","0.3.8","2019-07-04T02:33:14.137Z"
"acorn","7.4.1","2020-10-05T07:53:26.858Z"
"make-dir","3.1.0","2020-04-22T14:59:14.524Z"
"jsdom","15.2.1","2019-11-04T03:25:30.048Z"
"jest-mock","25.5.0","2020-04-28T19:45:21.003Z"
"@jest/fake-timers","25.5.0","2020-04-28T19:45:27.487Z"
"@jest/environment","25.5.0","2020-04-28T19:45:34.301Z"
"semver","6.3.1","2023-07-10T22:38:41.428Z"
"minimatch","3.1.2","2022-02-15T20:32:43.510Z"
"babel-preset-current-node-syntax","0.1.4","2020-10-04T14:31:14.887Z"
"babel-plugin-jest-hoist","25.5.0","2020-04-28T19:45:12.558Z"
"istanbul-lib-instrument","5.2.1","2022-10-05T22:27:06.192Z"
"babel-preset-jest","25.5.0","2020-04-28T19:45:20.189Z"
"babel-plugin-istanbul","6.1.1","2021-10-16T20:56:06.611Z"
"@jest/transform","25.5.1","2020-04-29T10:55:11.036Z"
"@types/yargs","15.0.20","2025-11-14T18:04:44.503Z"
"@types/istanbul-reports","1.1.2","2020-05-15T05:43:42.357Z"
"jest-util","25.5.0","2020-04-28T19:45:21.355Z"
"babel-jest","25.5.1","2020-04-29T10:55:14.101Z"
"@jest/types","25.5.0","2020-04-28T19:45:12.897Z"
"pretty-format","25.5.0","2020-04-28T19:45:21.166Z"
"jest-environment-jsdom","25.5.0","2020-04-28T19:45:38.233Z"
"glob","7.2.3","2022-05-15T14:44:04.854Z"
"jest-changed-files","25.5.0","2020-04-28T19:45:21.377Z"
"@types/yargs","15.0.20","2025-11-14T18:04:44.503Z"
"@types/istanbul-reports","1.1.2","2020-05-15T05:43:42.357Z"
"@jest/types","25.5.0","2020-04-28T19:45:12.897Z"
"graceful-fs","4.2.11","2023-03-16T19:30:19.323Z"
"exit","0.1.2","2013-11-26T19:24:48.883Z"
"chalk","3.0.0","2019-11-09T06:59:09.065Z"
"supports-color","7.2.0","2020-08-28T11:17:34.870Z"
"ansi-escapes","4.3.2","2021-03-24T13:41:41.518Z"
"@jest/test-result","25.5.0","2020-04-28T19:45:33.280Z"
"@types/yargs","15.0.20","2025-11-14T18:04:44.503Z"
"@types/istanbul-reports","1.1.2","2020-05-15T05:43:42.357Z"
"@jest/types","25.5.0","2020-04-28T19:45:12.897Z"
"@jest/console","25.5.0","2020-04-28T19:45:27.565Z"
"semver","6.3.1","2023-07-10T22:38:41.428Z"
"make-dir","3.1.0","2020-04-22T14:59:14.524Z"
"@types/yargs","15.0.20","2025-11-14T18:04:44.503Z"
"@types/istanbul-reports","1.1.2","2020-05-15T05:43:42.357Z"
"jest-util","25.5.0","2020-04-28T19:45:21.355Z"
"@jest/types","25.5.0","2020-04-28T19:45:12.897Z"
"z-schema","3.18.4","2017-09-18T00:56:12.039Z"
"commander","2.20.3","2019-10-11T05:40:24.166Z"
"xml","1.0.1","2016-01-31T01:33:20.949Z"
"vinyl","2.2.1","2020-09-22T05:29:51.884Z"
"through2","2.0.5","2018-11-06T22:03:11.711Z"
"pretty-hrtime","1.0.3","2016-11-05T19:38:49.433Z"
"orchestrator","0.3.8","2016-11-05T20:15:54.171Z"
"once","1.3.3","2015-11-20T21:45:14.765Z"
"end-of-stream","0.1.5","2014-06-29T07:03:54.107Z"
"object-assign","4.1.1","2017-01-16T15:35:15.282Z"
"node-notifier","10.0.1","2022-02-01T20:40:14.517Z"
"uuid","8.3.2","2020-12-08T20:38:36.233Z"
"merge2","1.0.3","2016-12-31T03:25:08.193Z"
"lodash.merge","4.6.2","2019-07-10T00:19:41.667Z"
"jest-nunit-reporter","1.3.1","2017-12-21T10:20:03.580Z"
"jest-cli","25.4.0","2020-04-19T21:51:07.943Z"
"wrap-ansi","6.2.0","2019-11-11T16:08:17.322Z"
"yargs-parser","18.1.3","2020-04-16T20:13:18.388Z"
"y18n","4.0.3","2021-04-07T18:05:24.075Z"
"which-module","2.0.1","2023-04-21T14:39:08.508Z"
"require-main-filename","2.0.0","2019-01-28T19:42:56.566Z"
"cliui","6.0.0","2019-11-16T22:09:45.650Z"
"semver","6.3.1","2023-07-10T22:38:41.428Z"
"make-dir","3.1.0","2020-04-22T14:59:14.524Z"
"@types/yargs","15.0.20","2025-11-14T18:04:44.503Z"
"@types/istanbul-reports","1.1.2","2020-05-15T05:43:42.357Z"
"jest-util","25.5.0","2020-04-28T19:45:21.355Z"
"@jest/types","25.5.0","2020-04-28T19:45:12.897Z"
"yargs","15.4.1","2020-07-10T22:42:08.187Z"
"gulp-if","2.0.2","2016-11-05T19:53:15.395Z"
"gulp-flatten","0.4.0","2017-12-31T06:01:24.527Z"
"globby","5.0.0","2016-06-11T06:29:58.916Z"
"glob-escape","0.0.2","2016-07-08T15:37:36.100Z"
"glob","7.0.6","2016-08-24T21:39:26.829Z"
"end-of-stream","1.1.0","2014-09-07T18:21:10.694Z"
"once","1.3.3","2015-11-20T21:45:14.765Z"
"del","2.2.2","2016-08-13T00:05:37.041Z"
"minimatch","3.1.2","2022-02-15T20:32:43.510Z"
"glob","7.2.3","2022-05-15T14:44:04.854Z"
"rimraf","2.7.1","2019-08-14T16:53:32.844Z"
"@types/yargs","0.0.34","2016-10-26T19:29:36.684Z"
"@types/vinyl","2.0.3","2019-04-10T16:25:24.743Z"
"@types/through2","2.0.32","2016-11-22T21:01:32.846Z"
"@types/semver","7.3.5","2021-04-26T10:32:21.023Z"
"@types/orchestrator","0.0.30","2016-09-19T18:00:04.930Z"
"@types/node-notifier","8.0.2","2021-12-24T00:12:06.811Z"
"@types/gulp","4.0.6","2019-03-05T17:41:02.906Z"
"is-plain-object","2.0.4","2017-07-11T22:41:10.371Z"
"is-descriptor","1.0.3","2023-10-27T01:22:20.533Z"
"define-property","2.0.2","2018-01-26T20:24:22.283Z"
"arr-diff","4.0.0","2017-04-14T04:11:29.824Z"
"kind-of","3.2.2","2017-05-16T18:21:41.452Z"
"binary-extensions","1.13.1","2019-03-27T12:27:18.018Z"
"to-regex-range","2.1.1","2017-04-27T13:34:30.544Z"
"is-number","3.0.0","2016-09-11T00:51:30.912Z"
"is-extendable","0.1.1","2015-07-04T22:50:11.330Z"
"fill-range","4.0.0","2017-04-23T06:17:15.434Z"
"extend-shallow","2.0.1","2015-07-16T23:28:36.775Z"
"micromatch","3.1.10","2018-03-22T19:44:49.213Z"
"is-extendable","1.0.1","2017-09-11T20:38:26.333Z"
"kind-of","6.0.3","2020-01-16T16:59:19.808Z"
"extend-shallow","3.0.2","2017-12-20T19:11:38.344Z"
"readdirp","2.2.1","2018-09-13T17:10:45.627Z"
"is-binary-path","1.0.1","2015-05-25T11:32:32.616Z"
"glob-parent","3.1.0","2016-12-14T15:48:47.422Z"
"is-glob","3.1.0","2016-10-12T22:37:07.741Z"
"fsevents","1.2.13","2020-05-05T21:06:30.384Z"
"braces","2.3.2","2018-04-08T14:21:51.992Z"
"anymatch","2.0.0","2017-12-22T01:14:46.258Z"
"normalize-path","2.1.1","2017-03-29T18:21:25.307Z"
"chokidar","2.1.8","2019-08-21T17:48:25.609Z"
"@types/chalk","0.4.31","2016-10-13T19:20:10.145Z"
"@jest/reporters","25.4.0","2020-04-19T21:50:41.655Z"
"which","1.3.1","2018-05-25T22:27:32.406Z"
"semver","6.3.1","2023-07-10T22:38:41.428Z"
"make-dir","3.1.0","2020-04-22T14:59:14.524Z"
"minimatch","3.1.2","2022-02-15T20:32:43.510Z"
"@types/yargs","15.0.20","2025-11-14T18:04:44.503Z"
"@types/istanbul-reports","1.1.2","2020-05-15T05:43:42.357Z"
"babel-plugin-istanbul","6.1.1","2021-10-16T20:56:06.611Z"
"istanbul-lib-instrument","5.2.1","2022-10-05T22:27:06.192Z"
"jest-util","25.5.0","2020-04-28T19:45:21.355Z"
"@jest/types","25.5.0","2020-04-28T19:45:12.897Z"
"@jest/transform","25.5.1","2020-04-29T10:55:11.036Z"
"node-notifier","6.0.0","2019-09-23T13:46:12.667Z"
"glob","7.2.3","2022-05-15T14:44:04.854Z"
"@jest/core","25.4.0","2020-04-19T21:51:03.456Z"
"make-dir","3.1.0","2020-04-22T14:59:14.524Z"
"semver","6.3.1","2023-07-10T22:38:41.428Z"
"istanbul-lib-instrument","5.2.1","2022-10-05T22:27:06.192Z"
"@types/yargs","15.0.20","2025-11-14T18:04:44.503Z"
"@types/istanbul-reports","1.1.2","2020-05-15T05:43:42.357Z"
"babel-plugin-istanbul","6.1.1","2021-10-16T20:56:06.611Z"
"jest-util","25.5.0","2020-04-28T19:45:21.355Z"
"@jest/types","25.5.0","2020-04-28T19:45:12.897Z"
"@jest/transform","25.5.1","2020-04-29T10:55:11.036Z"
"yargs","4.6.0","2016-04-12T05:26:52.201Z"
"ansi-regex","2.1.1","2017-01-14T03:09:39.887Z"
"strip-ansi","3.0.1","2016-02-21T12:21:22.998Z"
"is-fullwidth-code-point","1.0.0","2015-07-16T22:00:18.162Z"
"semver","5.7.2","2023-07-10T19:57:47.111Z"
"hosted-git-info","2.8.9","2021-04-07T20:04:34.547Z"
"strip-bom","2.0.0","2015-06-29T13:13:31.964Z"
"parse-json","2.2.0","2015-08-31T16:36:30.005Z"
"path-type","1.1.0","2015-11-14T19:39:01.645Z"
"normalize-package-data","2.5.0","2019-02-05T20:25:23.279Z"
"load-json-file","1.1.0","2015-11-14T19:30:26.909Z"
"path-exists","2.1.0","2015-11-14T13:55:22.456Z"
"read-pkg","1.1.0","2015-09-05T09:51:50.133Z"
"find-up","1.1.2","2016-03-05T17:45:57.070Z"
"yargs-parser","2.4.1","2016-07-16T22:51:31.076Z"
"camelcase","3.0.0","2016-05-04T17:33:27.903Z"
"string-width","1.0.2","2016-08-14T15:23:54.869Z"
"read-pkg-up","1.0.1","2015-09-03T05:27:00.841Z"
"camelcase","2.1.1","2016-03-12T17:30:36.527Z"
"webpack","5.95.0","2024-09-25T14:20:17.285Z"
"estraverse","4.3.0","2019-08-13T22:08:56.155Z"
"tapable","2.3.0","2025-10-02T11:47:32.060Z"
"schema-utils","3.3.0","2023-06-14T14:52:43.727Z"
"eslint-scope","5.1.1","2020-09-12T18:29:01.228Z"
"@microsoft/sp-build-core-tasks","1.21.1","2025-05-03T18:19:23.309Z"
"yallist","4.0.0","2019-09-30T20:08:08.970Z"
"lru-cache","6.0.0","2020-07-11T00:59:07.352Z"
"universalify","2.0.1","2023-11-01T17:12:45.392Z"
"jsonfile","6.2.0","2025-08-12T15:34:50.962Z"
"json-schema-traverse","1.0.0","2020-12-13T10:56:54.719Z"
"semver","7.5.4","2023-07-07T21:10:32.589Z"
"resolve","1.22.11","2025-10-20T20:44:41.703Z"
"fs-extra","11.3.2","2025-09-15T18:05:36.735Z"
"ajv-draft-04","1.0.0","2021-05-23T15:48:18.254Z"
"ajv","8.13.0","2024-04-29T23:33:52.673Z"
"@rushstack/node-core-library","5.12.0","2025-03-11T02:15:03.823Z"
"@microsoft/gulp-core-build-webpack","6.0.3","2024-09-16T02:02:12.910Z"
"estraverse","4.3.0","2019-08-13T22:08:56.155Z"
"tapable","2.3.0","2025-10-02T11:47:32.060Z"
"schema-utils","3.3.0","2023-06-14T14:52:43.727Z"
"eslint-scope","5.1.1","2020-09-12T18:29:01.228Z"
"webpack","5.88.2","2023-07-18T00:07:41.242Z"
"@microsoft/gulp-core-build-typescript","8.6.3","2024-09-16T02:02:06.069Z"
"@microsoft/gulp-core-build-serve","3.13.0","2024-09-16T02:01:59.516Z"
"@microsoft/gulp-core-build-sass","4.17.3","2024-09-16T02:01:52.487Z"
"@microsoft/gulp-core-build","3.19.0","2024-09-16T02:01:39.237Z"
"tr46","1.0.1","2017-09-03T02:08:56.379Z"
"react-is","16.13.1","2020-03-19T19:53:28.493Z"
"xml-name-validator","3.0.0","2017-10-23T00:08:37.874Z"
"ws","7.5.10","2024-06-16T14:48:28.590Z"
"whatwg-url","7.1.0","2019-10-21T16:04:29.957Z"
"whatwg-mimetype","2.3.0","2018-11-20T23:56:53.400Z"
"whatwg-encoding","1.0.5","2018-09-30T04:20:59.538Z"
"webidl-conversions","4.0.2","2017-08-14T03:31:26.237Z"
"w3c-xmlserializer","1.1.2","2019-03-25T04:01:30.856Z"
"tough-cookie","3.0.1","2019-02-05T03:09:45.657Z"
"saxes","3.1.11","2019-06-25T22:37:08.359Z"
"parse5","5.1.0","2018-08-13T16:19:21.658Z"
"html-encoding-sniffer","1.0.2","2017-10-23T00:15:57.146Z"
"data-urls","1.1.0","2018-10-26T13:05:29.091Z"
"cssstyle","2.3.0","2020-04-29T14:42:14.460Z"
"cssom","0.3.8","2019-07-04T02:33:14.137Z"
"acorn","7.4.1","2020-10-05T07:53:26.858Z"
"make-dir","3.1.0","2020-04-22T14:59:14.524Z"
"semver","6.3.1","2023-07-10T22:38:41.428Z"
"@types/istanbul-reports","1.1.2","2020-05-15T05:43:42.357Z"
"jsdom","15.2.1","2019-11-04T03:25:30.048Z"
"jest-util","25.5.0","2020-04-28T19:45:21.355Z"
"jest-mock","25.5.0","2020-04-28T19:45:21.003Z"
"@jest/types","25.5.0","2020-04-28T19:45:12.897Z"
"@types/yargs","15.0.20","2025-11-14T18:04:44.503Z"
"@jest/fake-timers","25.5.0","2020-04-28T19:45:27.487Z"
"@jest/environment","25.5.0","2020-04-28T19:45:34.301Z"
"pretty-format","25.5.0","2020-04-28T19:45:21.166Z"
"jest-diff","25.5.0","2020-04-28T19:45:28.141Z"
"jest-environment-jsdom","25.4.0","2020-04-19T21:50:43.921Z"
"jest","25.4.0","2020-04-19T21:51:11.626Z"
"@types/jest","25.2.1","2020-04-03T21:23:46.386Z"
"@microsoft/sp-search-extensibility","1.21.1","2025-05-03T18:20:24.962Z"
"@swc/helpers","0.5.12","2024-07-13T08:15:21.190Z"
"tslib","2.8.1","2024-10-31T22:42:48.624Z"
"@microsoft/sp-page-context","1.21.1","2025-05-03T18:20:19.114Z"
"@swc/helpers","0.5.12","2024-07-13T08:15:21.190Z"
"tslib","2.8.1","2024-10-31T22:42:48.624Z"
"@microsoft/sp-odata-types","1.21.1","2025-05-03T18:20:14.114Z"
"@swc/helpers","0.5.12","2024-07-13T08:15:21.190Z"
"tslib","2.8.1","2024-10-31T22:42:48.624Z"
"@microsoft/sp-loader","1.21.1","2025-05-03T18:20:06.220Z"
"@swc/helpers","0.5.12","2024-07-13T08:15:21.190Z"
"tslib","2.8.1","2024-10-31T22:42:48.624Z"
"@microsoft/sp-http-base","1.21.1","2025-05-03T18:19:50.309Z"
"@swc/helpers","0.5.12","2024-07-13T08:15:21.190Z"
"tslib","2.8.1","2024-10-31T22:42:48.624Z"
"@microsoft/sp-http","1.21.1","2025-05-03T18:19:47.330Z"
"@swc/helpers","0.5.12","2024-07-13T08:15:21.190Z"
"tslib","2.8.1","2024-10-31T22:42:48.624Z"
"@microsoft/sp-extension-base","1.21.1","2025-05-03T18:19:44.662Z"
"@swc/helpers","0.5.12","2024-07-13T08:15:21.190Z"
"tslib","2.8.1","2024-10-31T22:42:48.624Z"
"@microsoft/sp-diagnostics","1.21.1","2025-05-03T18:19:36.861Z"
"source-map","0.6.1","2017-09-29T14:42:30.948Z"
"semver","7.3.8","2022-10-04T19:40:47.960Z"
"yallist","4.0.0","2019-09-30T20:08:08.970Z"
"lru-cache","6.0.0","2020-07-11T00:59:07.352Z"
"resolve","1.17.0","2020-04-22T22:57:34.855Z"
"lodash","4.17.21","2021-02-20T15:42:16.891Z"
"colors","1.2.5","2018-05-11T06:15:42.549Z"
"@rushstack/ts-command-line","4.7.10","2021-04-12T15:15:32.218Z"
"@rushstack/rig-package","0.2.12","2021-04-12T15:14:59.270Z"
"@microsoft/tsdoc-config","0.15.2","2021-04-20T04:25:33.026Z"
"resolve","1.19.0","2020-11-10T23:44:03.504Z"
"@microsoft/tsdoc","0.13.2","2021-04-20T04:25:27.555Z"
"@microsoft/api-extractor-model","7.13.2","2021-05-19T00:12:11.679Z"
"@rushstack/node-core-library","3.38.0","2021-05-19T00:15:52.961Z"
"import-lazy","4.0.0","2019-04-27T10:42:11.495Z"
"@types/node","10.17.13","2019-12-26T17:09:10.531Z"
"@rushstack/node-core-library","3.53.3","2022-12-09T16:21:04.000Z"
"validator","13.15.23","2025-11-10T17:48:58.039Z"
